Temperature (C),Humidity,Wind Speed (km/h),Pressure (millibars)
6.144444444444448,0.93,30.863700000000005,1004.1
7.133333333333336,0.8,32.1678,1004.26
7.205555555555555,0.86,26.5328,1004.18
7.566666666666666,0.84,28.33600000000001,1004.23
8.900000000000002,0.77,29.833300000000005,1004.47
9.961111111111112,0.71,28.480900000000005,1004.52
9.888888888888888,0.71,28.5131,1004.29
11.066666666666668,0.71,25.6956,1003.93
10.116666666666667,0.76,25.3414,1004.0
11.038888888888886,0.66,21.413000000000004,1004.3
10.65,0.7,17.8549,1004.0
10.050000000000002,0.7,15.1984,1004.39
9.9,0.66,15.7297,1005.48
8.794444444444443,0.71,12.3648,1005.89
7.8277777777777775,0.72,13.894300000000005,1006.37
7.855555555555558,0.72,9.8049,1006.56
7.316666666666667,0.75,6.6654,1007.07
7.244444444444442,0.75,7.1162,1007.37
5.438888888888887,0.88,3.7191000000000014,1012.23
7.200000000000001,0.76,14.4739,1007.28
6.688888888888887,0.7,20.5275,1007.18
6.211111111111111,0.73,19.3039,1007.39
6.1111111111111125,0.76,17.436300000000006,1007.67
6.1111111111111125,0.76,20.4148,1007.98
6.1722222222222225,0.76,17.0499,1008.57
7.222222222222222,0.71,20.5114,1008.87
7.288888888888887,0.73,17.6456,1009.44
7.405555555555555,0.72,14.4095,1010.03
7.96111111111111,0.7,10.7548,1010.22
8.033333333333335,0.7,4.8622000000000005,1010.39
9.07777777777778,0.65,2.3828,1010.24
9.05,0.62,0.3220000000000001,1010.0
9.05,0.65,3.2522,1009.98
9.183333333333334,0.65,3.0107000000000004,1010.05
9.072222222222221,0.7,10.465,1010.1
7.983333333333332,0.75,7.3416,1010.39
8.072222222222223,0.75,9.5151,1010.91
7.894444444444447,0.82,9.9981,1011.32
7.311111111111106,0.83,13.685,1011.61
7.3388888888888895,0.84,11.5437,1011.97
6.622222222222224,0.85,12.719,1012.22
6.066666666666667,0.88,12.8961,1012.74
8.338888888888887,0.88,0.6923,1015.35
5.183333333333334,0.91,5.5384,1013.29
3.722222222222224,0.94,5.2003,1013.39
4.855555555555556,0.93,5.618900000000001,1013.45
5.211111111111112,0.92,4.7656,1013.4
6.255555555555555,0.92,7.921200000000002,1013.81
7.794444444444445,0.87,9.7566,1014.7
10.050000000000002,0.76,9.6922,1014.67
12.2,0.66,14.49,1014.66
12.7,0.63,20.3343,1014.8
13.933333333333332,0.58,23.5865,1014.47
15.094444444444447,0.59,22.2985,1014.16
15.150000000000002,0.5,14.715400000000002,1014.07
16.177777777777774,0.44,14.49,1013.34
16.25,0.55,14.715400000000002,1012.72
16.29444444444444,0.5,19.5937,1012.38
16.099999999999998,0.56,14.828100000000004,1012.38
12.955555555555556,0.68,11.9784,1012.72
13.85,0.64,11.5598,1013.42
12.777777777777779,0.69,14.2485,1014.41
12.15,0.72,11.253900000000002,1014.89
10.677777777777775,0.81,5.7799000000000005,1014.91
10.444444444444443,0.83,2.6404,1014.75
9.822222222222225,0.8,5.313,1015.55
11.027777777777779,0.74,11.382700000000002,1015.7
7.138888888888888,0.93,3.6547,1016.43
7.622222222222222,0.89,10.8675,1016.56
7.627777777777775,0.86,6.5205,1017.15
7.044444444444442,0.86,11.3988,1017.37
8.599999999999998,0.84,9.66,1018.25
9.65,0.84,15.955100000000002,1019.24
12.105555555555556,0.72,13.1698,1019.83
12.777777777777779,0.71,13.1698,1020.51
13.81111111111111,0.65,9.6761,1020.91
16.016666666666666,0.48,11.237800000000002,1020.6
17.127777777777773,0.47,12.7029,1020.39
17.144444444444446,0.43,10.6099,1020.34
17.777777777777782,0.4,7.953400000000001,1019.7
17.777777777777782,0.37,2.5921000000000003,1018.89
17.805555555555557,0.43,11.0124,1018.48
16.15555555555555,0.52,9.1931,1017.87
14.05,0.63,9.160900000000002,1017.56
13.08888888888889,0.67,9.2736,1017.38
12.288888888888884,0.72,9.4507,1017.58
12.777777777777779,0.66,11.0768,1017.65
12.727777777777774,0.67,13.3791,1017.36
12.266666666666666,0.69,14.1358,1016.8
11.711111111111107,0.71,11.3183,1016.64
10.82777777777778,0.86,9.177,1013.13
12.2,0.59,14.168000000000005,1014.79
12.2,0.6,14.296800000000005,1014.25
11.688888888888883,0.68,13.8299,1013.95
11.205555555555556,0.77,14.007,1013.63
11.133333333333333,0.77,15.4882,1013.27
11.43888888888889,0.77,13.8782,1013.56
13.033333333333335,0.81,14.457800000000002,1012.85
17.244444444444444,0.62,25.0194,1012.15
17.73888888888889,0.53,27.37,1011.71
17.84444444444445,0.56,22.218000000000004,1011.28
18.86111111111111,0.56,23.5382,1010.99
18.666666666666664,0.56,19.8996,1010.93
17.82222222222222,0.56,17.5007,1010.7
17.800000000000004,0.59,17.693900000000006,1010.52
17.349999999999998,0.57,19.5615,1010.69
16.06666666666667,0.67,21.815500000000004,1010.86
14.933333333333335,0.73,17.2753,1011.14
13.922222222222226,0.78,11.7691,1011.64
12.755555555555556,0.84,11.0446,1012.02
12.755555555555556,0.84,11.0607,1012.21
12.372222222222225,0.86,7.293300000000001,1012.33
11.183333333333335,0.93,6.922999999999999,1012.6
11.666666666666664,0.9,11.1734,1012.8
8.977777777777776,0.95,10.3201,1012.66
10.577777777777776,0.93,11.1734,1012.32
10.533333333333337,0.89,14.007,1012.33
10.58888888888889,0.87,7.293300000000001,1012.55
9.983333333333333,0.89,6.7298,1012.71
11.022222222222226,0.86,7.889000000000001,1013.01
13.538888888888884,0.75,11.8657,1013.23
13.888888888888893,0.68,20.0123,1013.31
15.0,0.67,17.581200000000006,1013.4
17.183333333333334,0.57,15.955100000000002,1013.27
16.2,0.62,16.309300000000004,1013.02
17.75,0.56,17.7744,1013.03
18.40555555555555,0.54,19.0785,1012.55
17.82222222222222,0.59,17.5973,1012.03
17.31111111111111,0.57,20.3343,1011.81
17.505555555555553,0.55,13.7172,1011.33
17.266666666666666,0.54,14.3773,1011.2
15.138888888888893,0.61,10.8997,1011.5
13.25,0.69,4.717300000000002,1011.76
12.294444444444444,0.72,4.6690000000000005,1012.01
10.699999999999998,0.79,3.5742000000000007,1012.31
9.855555555555558,0.85,5.7477,1012.51
9.522222222222222,0.88,11.27,1012.52
8.405555555555559,0.92,3.1234,1012.61
13.011111111111116,0.82,9.6278,1011.27
7.733333333333332,0.96,3.4293,1012.54
6.138888888888888,0.96,3.3488,1012.44
6.472222222222222,0.95,2.9946,1012.62
6.627777777777778,0.96,3.3005,1012.75
8.68888888888889,0.93,1.4329,1012.96
11.994444444444447,0.81,2.415,1013.38
13.766666666666667,0.78,4.1538,1013.14
15.088888888888887,0.77,7.3738,1013.33
16.455555555555556,0.68,7.808499999999999,1013.56
17.31111111111111,0.62,7.3738,1013.61
17.872222222222227,0.64,8.372000000000002,1013.11
19.038888888888884,0.47,7.0679,1012.69
18.977777777777774,0.51,10.8675,1012.2
19.00555555555555,0.55,4.8139,1011.7
19.01111111111111,0.53,4.7978000000000005,1011.4
17.866666666666664,0.64,10.9319,1011.32
17.266666666666666,0.62,10.851400000000002,1011.23
16.188888888888883,0.61,5.0876,1011.5
14.883333333333333,0.72,9.177,1012.05
14.327777777777774,0.75,10.9319,1012.15
14.511111111111116,0.75,6.3756,1012.09
14.372222222222225,0.75,6.5366,1011.83
14.877777777777775,0.72,14.2163,1011.45
10.405555555555551,0.92,3.6064000000000007,1012.05
12.822222222222221,0.83,8.4364,1011.18
12.8,0.85,14.425600000000005,1010.07
12.82777777777778,0.86,13.894300000000005,1009.83
12.266666666666666,0.85,15.778000000000002,1009.8
12.266666666666666,0.85,15.5848,1009.99
12.183333333333335,0.82,12.380900000000002,1010.21
12.17222222222222,0.8,20.3826,1010.41
12.711111111111116,0.83,22.0892,1010.33
15.605555555555556,0.78,22.3468,1010.43
16.022222222222226,0.78,18.064200000000003,1010.29
17.200000000000006,0.67,17.6456,1010.1
17.21666666666667,0.71,14.0875,1009.96
17.827777777777786,0.69,13.4113,1009.86
17.827777777777786,0.69,14.6188,1009.47
17.733333333333334,0.69,9.2414,1009.63
16.272222222222222,0.71,23.0713,1009.39
13.166666666666668,0.93,3.7674,1011.07
13.255555555555556,0.93,3.1395,1011.23
13.011111111111116,0.93,10.3362,1011.35
12.455555555555556,0.91,5.796,1011.67
12.488888888888884,0.9,9.8854,1011.76
9.555555555555557,0.8,6.4883000000000015,1015.68
10.622222222222222,0.79,14.023100000000005,1015.41
8.722222222222221,0.93,4.5724,1014.98
10.533333333333337,0.77,10.7709,1015.18
9.444444444444443,0.83,6.5366,1014.7
9.888888888888888,0.83,6.0858,1014.64
10.366666666666664,0.78,10.706500000000002,1014.31
8.888888888888891,0.89,10.4972,1014.63
9.97777777777778,0.84,8.0017,1014.82
12.2,0.73,2.4633000000000003,1014.82
13.961111111111116,0.67,9.3058,1015.0
14.944444444444445,0.67,7.1645,1014.9
16.183333333333334,0.71,11.753,1014.35
16.366666666666667,0.61,7.1323,1014.51
17.372222222222227,0.57,3.6225,1014.32
17.672222222222224,0.51,1.7549,1013.93
17.722222222222218,0.53,8.6779,1013.45
16.238888888888887,0.61,2.8336,1013.43
14.066666666666665,0.71,9.2414,1013.58
13.955555555555556,0.76,7.422100000000001,1013.24
12.288888888888884,0.8,3.5420000000000007,1013.7
10.02222222222222,0.86,3.1073,1014.14
9.377777777777778,0.86,6.44,1014.34
9.416666666666668,0.9,4.6046000000000005,1014.6
11.827777777777774,0.92,3.0268,1011.68
10.761111111111116,0.91,5.1681,1011.98
12.155555555555555,0.95,2.8497000000000003,1015.64
9.67222222222222,0.94,5.7155000000000005,1012.26
8.15,0.94,6.7620000000000005,1012.63
10.2,0.95,5.618900000000001,1012.62
10.116666666666667,0.99,2.254,1012.85
10.16111111111111,0.99,0.3381,1013.61
11.244444444444447,0.98,2.7531000000000003,1013.9
12.244444444444444,0.99,2.254,1014.31
13.91111111111111,0.92,8.0983,1014.43
15.616666666666667,0.82,2.2862,1014.73
15.072222222222226,0.86,3.2844,1014.92
15.072222222222226,0.82,7.5992,1014.73
14.266666666666667,0.87,10.5616,1014.92
16.016666666666666,0.81,6.6654,1014.76
15.027777777777779,0.86,7.711900000000001,1014.37
13.944444444444445,0.89,7.2772,1014.83
12.916666666666664,0.95,11.4793,1015.11
12.894444444444444,0.95,5.2808,1015.14
12.4,0.98,2.3506,1015.5
12.266666666666666,0.99,8.05,1015.76
12.222222222222221,0.96,6.1985,1016.35
11.25,0.96,2.7692,1016.38
11.527777777777779,0.96,3.1556,1016.43
11.538888888888893,0.96,5.9892,1016.56
9.43888888888889,0.96,5.9731000000000005,1017.23
11.43888888888889,0.96,6.279,1016.17
11.394444444444444,0.96,6.44,1016.25
11.527777777777779,0.96,6.4239000000000015,1016.13
11.949999999999998,0.93,4.83,1016.17
11.972222222222221,1.0,9.66,1016.45
12.633333333333335,0.96,7.6636,1016.94
12.755555555555556,0.96,7.969500000000001,1017.06
13.844444444444445,0.9,7.921200000000002,1017.45
13.172222222222226,0.94,10.3845,1017.77
15.066666666666665,0.86,8.1466,1017.73
17.244444444444444,0.75,7.1645,1017.53
16.316666666666666,0.76,13.3469,1017.31
17.383333333333333,0.74,13.6206,1016.82
15.272222222222226,0.76,8.2754,1016.6
17.45555555555556,0.72,5.2808,1016.39
16.22222222222222,0.77,11.1573,1016.33
15.083333333333336,0.82,3.6869,1016.52
13.994444444444444,0.88,1.1431,1016.81
12.17222222222222,0.92,0.6601,1017.34
11.08888888888889,0.95,4.8461,1017.54
11.094444444444445,0.95,3.381,1017.43
9.883333333333333,0.96,3.3649,1017.65
9.355555555555558,0.96,6.4239000000000015,1017.56
9.861111111111107,0.96,3.2361,1016.16
8.272222222222222,0.99,3.3166,1017.16
8.866666666666667,0.96,2.6243,1017.15
8.816666666666666,0.96,3.944500000000001,1017.28
7.155555555555559,1.0,1.8515,1017.15
8.850000000000003,0.99,3.4776,1017.36
11.177777777777774,0.93,2.8819000000000004,1017.7
12.388888888888884,0.98,3.4293,1017.72
14.144444444444444,0.88,4.8783,1017.82
17.1,0.72,3.0589999999999997,1017.77
18.93888888888889,0.64,4.2021,1017.3
17.916666666666668,0.68,4.0894,1016.9
19.983333333333334,0.53,1.2236,1016.4
20.07222222222222,0.62,9.0643,1015.9
20.07222222222222,0.56,9.4829,1015.29
20.083333333333336,0.58,7.486500000000001,1014.9
19.088888888888885,0.63,9.1287,1014.68
17.45,0.62,7.567000000000001,1014.78
15.56666666666667,0.74,0.5152,1015.04
12.494444444444447,0.91,3.944500000000001,1015.51
12.244444444444444,0.89,1.5295,1015.72
11.416666666666664,0.92,2.9624,1015.79
10.555555555555557,0.95,6.0375000000000005,1015.83
10.466666666666667,0.93,3.0751,1015.95
10.250000000000002,0.95,5.2969,1017.13
9.355555555555558,0.96,1.5295,1015.82
8.311111111111114,0.96,3.22,1015.82
8.81111111111111,0.96,3.3971,1015.89
8.733333333333333,0.93,6.3434,1015.83
11.93333333333333,0.93,11.27,1016.12
14.516666666666667,0.84,1.7066,1016.23
18.733333333333334,0.68,3.22,1016.23
20.027777777777786,0.6,7.245,1016.38
21.03888888888889,0.55,6.4883000000000015,1016.66
20.738888888888887,0.46,6.5044,1016.58
22.31666666666667,0.48,7.5348,1016.27
22.11111111111111,0.5,6.4561,1015.96
22.73333333333333,0.38,1.0143,1015.34
22.777777777777786,0.37,5.1842000000000015,1014.7
21.216666666666665,0.41,7.2772,1015.2
20.183333333333326,0.45,1.4812,1014.87
18.011111111111113,0.68,0.3220000000000001,1014.78
17.422222222222224,0.65,0.5313000000000001,1015.54
13.961111111111116,0.82,0.0,1016.01
13.288888888888893,0.89,2.8819000000000004,1016.52
12.322222222222226,0.89,2.4794,1016.96
11.116666666666665,0.95,3.1717,1017.04
10.533333333333337,0.95,11.27,1017.33
12.383333333333333,0.8,4.6207,1019.59
9.861111111111107,0.96,3.0751,1017.25
8.872222222222222,0.95,1.5295,1017.42
8.672222222222222,0.94,3.6386,1017.74
7.688888888888893,1.0,0.0,1018.13
10.911111111111113,0.99,1.61,1018.62
14.83888888888889,0.82,2.6565,1019.08
18.8,0.65,1.5295,1019.11
21.094444444444445,0.49,4.8783,1019.5
22.027777777777786,0.49,4.2826,1019.86
22.827777777777786,0.47,3.6225,1019.79
22.91666666666667,0.37,4.5563,1019.47
23.91666666666667,0.37,6.2951000000000015,1019.25
23.91111111111111,0.4,2.5599000000000003,1018.89
23.93333333333333,0.37,4.3469999999999995,1018.6
23.91666666666667,0.32,1.1753,1018.67
22.82222222222222,0.44,3.1234,1018.59
21.227777777777774,0.48,0.4025,1018.67
19.077777777777786,0.51,2.6887,1019.22
17.061111111111117,0.63,1.5778,1019.88
14.905555555555553,0.72,3.7513000000000014,1019.91
13.083333333333332,0.87,3.4132,1020.02
12.711111111111116,0.89,3.2522,1020.11
12.127777777777775,0.89,3.1717,1020.12
11.81111111111111,0.84,4.9910000000000005,1018.38
12.016666666666667,0.8,6.262900000000001,1019.91
12.044444444444444,0.8,6.4239000000000015,1020.03
10.627777777777778,0.86,9.7083,1020.39
9.911111111111113,0.99,9.1448,1020.6
12.555555555555555,0.9,7.744099999999999,1020.81
15.005555555555553,0.78,8.758400000000002,1021.01
17.338888888888892,0.74,12.1877,1020.94
19.1,0.67,12.6224,1020.66
21.261111111111106,0.57,9.9176,1020.53
22.41111111111111,0.54,11.4471,1020.16
22.93888888888889,0.5,8.5491,1019.95
23.927777777777766,0.47,11.3022,1019.43
23.961111111111112,0.47,8.3076,1018.97
23.961111111111112,0.38,8.5813,1018.28
23.11111111111111,0.42,10.706500000000002,1017.97
22.82222222222222,0.44,12.4936,1017.68
21.11111111111111,0.47,5.216400000000001,1017.89
18.188888888888886,0.58,4.8622000000000005,1017.96
16.016666666666666,0.72,4.6046000000000005,1018.31
15.466666666666667,0.72,6.44,1018.6
14.605555555555556,0.76,6.745900000000002,1018.65
13.311111111111117,0.82,3.5420000000000007,1018.44
12.733333333333334,0.83,3.0751,1018.23
13.788888888888884,0.77,6.0858,1014.58
10.577777777777776,0.88,6.44,1018.11
10.483333333333333,0.92,3.22,1017.73
10.288888888888893,0.91,3.7513000000000014,1017.7
9.972222222222225,0.92,1.5617,1017.62
13.638888888888884,0.9,2.7048,1017.54
16.73888888888889,0.74,7.245,1017.7
18.838888888888885,0.65,3.4132,1017.78
21.161111111111108,0.59,4.6046000000000005,1017.3
22.58888888888889,0.53,4.4275,1017.19
22.894444444444442,0.48,7.6636,1016.68
24.00555555555555,0.47,9.66,1016.08
24.00555555555555,0.35,8.0017,1015.62
23.977777777777767,0.44,9.2897,1014.86
25.04444444444444,0.32,3.5903,1013.97
24.077777777777786,0.35,4.9588,1013.39
22.38333333333334,0.45,9.4829,1013.18
21.20555555555556,0.52,3.6869,1013.21
18.261111111111113,0.62,6.2146,1013.75
17.200000000000006,0.67,14.49,1014.13
15.994444444444444,0.75,3.1073,1014.13
15.961111111111107,0.79,12.2843,1014.06
15.444444444444445,0.72,13.845999999999998,1013.92
14.372222222222225,0.75,10.996300000000002,1013.82
13.605555555555556,0.9,9.982,1012.67
12.822222222222221,0.82,6.2468,1013.04
12.750000000000002,0.83,3.3488,1013.03
11.416666666666664,0.92,6.2307000000000015,1012.98
12.333333333333336,0.86,2.4633000000000003,1012.83
14.905555555555553,0.78,10.2879,1013.03
15.894444444444444,0.74,10.2879,1013.13
17.227777777777774,0.72,12.0589,1013.13
17.827777777777786,0.73,7.4704,1013.1
17.916666666666668,0.72,10.0947,1013.17
19.055555555555557,0.67,9.0965,1013.0
20.14444444444445,0.67,7.5187,1012.69
20.26111111111111,0.62,3.8962,1012.54
21.20555555555556,0.62,4.6368,1011.87
21.25555555555556,0.67,4.8944,1011.19
20.233333333333334,0.66,7.212800000000001,1011.17
19.077777777777786,0.71,7.647500000000001,1011.08
17.944444444444443,0.77,10.577700000000002,1011.28
15.494444444444444,0.82,20.608000000000004,1012.08
14.144444444444444,0.89,8.4364,1012.64
14.538888888888893,0.86,11.0768,1012.79
14.138888888888893,0.86,3.6708,1012.79
13.4,0.9,3.5098000000000003,1012.56
13.427777777777779,0.9,3.3488,1012.8
11.588888888888887,0.74,5.474,1009.9
14.422222222222226,0.83,10.7709,1011.91
13.916666666666664,0.86,10.6904,1011.72
13.4,0.9,10.3201,1011.51
13.866666666666667,0.9,7.9373,1011.51
14.905555555555553,0.84,11.27,1011.6
15.933333333333335,0.74,10.6743,1011.59
17.127777777777773,0.65,19.8996,1011.41
18.75,0.58,19.416600000000006,1011.2
18.96111111111111,0.6,17.0499,1011.25
19.994444444444444,0.54,16.8728,1010.98
21.11111111111111,0.5,17.3397,1010.48
21.094444444444445,0.46,21.960400000000003,1010.24
21.17777777777778,0.43,19.8191,1009.55
21.227777777777774,0.41,16.4703,1009.04
20.100000000000005,0.45,13.7977,1008.55
19.027777777777786,0.51,9.7888,1008.17
17.849999999999994,0.59,14.0553,1008.46
16.261111111111113,0.66,11.2861,1008.94
14.983333333333333,0.72,13.9426,1009.55
14.466666666666665,0.65,11.0285,1009.57
13.944444444444445,0.6,10.8031,1009.53
12.316666666666668,0.65,11.1734,1009.56
11.761111111111116,0.66,10.8997,1009.47
10.82777777777778,0.62,13.1859,1011.18
10.138888888888893,0.73,10.948,1009.25
10.627777777777778,0.71,11.109000000000002,1008.87
10.605555555555558,0.69,13.524,1008.82
10.072222222222225,0.71,15.5848,1008.84
11.161111111111113,0.71,21.5257,1009.07
12.888888888888893,0.67,22.9586,1009.23
15.050000000000002,0.6,26.4845,1009.25
15.16111111111111,0.59,26.72600000000001,1009.44
16.272222222222222,0.56,23.3611,1009.76
17.800000000000004,0.46,28.0623,1009.34
17.938888888888897,0.46,27.9013,1009.14
18.855555555555554,0.41,25.743900000000004,1009.01
17.988888888888887,0.43,26.3557,1008.83
17.96111111111111,0.51,25.051600000000004,1008.43
17.36111111111111,0.47,25.566800000000004,1008.7
16.25,0.52,23.3289,1009.03
14.122222222222225,0.47,20.0284,1009.42
12.95,0.55,14.9569,1010.18
12.244444444444444,0.52,22.94250000000001,1010.85
11.688888888888883,0.57,19.6581,1011.08
11.155555555555555,0.59,20.7368,1011.22
9.216666666666667,0.9,5.8443000000000005,1014.24
8.683333333333334,0.9,5.2486,1014.73
9.188888888888886,0.77,12.3165,1013.46
8.594444444444441,0.93,6.2951000000000015,1014.81
7.505555555555554,0.93,1.8515,1014.35
6.216666666666665,0.95,9.6761,1014.42
5.8555555555555525,0.93,0.4347,1014.35
5.933333333333334,1.0,0.1449,1014.55
10.405555555555551,1.0,0.7245,1014.91
12.544444444444444,0.78,7.2611,1014.44
13.861111111111116,0.77,3.880100000000001,1014.52
15.977777777777774,0.63,4.6690000000000005,1014.75
17.266666666666666,0.57,5.474,1014.41
17.84444444444445,0.5,2.6726,1014.02
16.427777777777774,0.54,3.9928,1013.55
17.777777777777782,0.46,1.6744,1013.02
17.84444444444445,0.45,4.4275,1011.95
17.299999999999994,0.5,5.6672,1012.11
15.18333333333333,0.65,12.7351,1012.13
13.005555555555553,0.7,3.7191000000000014,1012.52
12.694444444444445,0.74,7.9373,1013.08
12.194444444444445,0.72,9.7083,1013.35
12.083333333333336,0.71,16.985500000000002,1013.19
10.616666666666667,0.74,10.851400000000002,1013.54
11.6,0.57,16.985500000000002,1011.68
11.022222222222226,0.6,16.9211,1011.79
11.888888888888893,0.6,15.939000000000002,1013.76
10.416666666666666,0.64,16.6474,1011.39
10.3,0.67,13.3952,1011.42
9.483333333333333,0.72,13.3791,1011.65
9.772222222222224,0.68,12.8317,1011.83
10.933333333333335,0.67,11.1412,1012.42
11.655555555555553,0.66,7.1806,1012.96
13.93888888888889,0.55,21.557900000000004,1012.97
15.027777777777779,0.54,17.3075,1013.36
16.038888888888884,0.47,24.5203,1013.41
15.227777777777774,0.51,20.3665,1013.34
16.20555555555556,0.44,14.441700000000004,1013.62
17.299999999999994,0.43,18.0159,1013.28
17.777777777777782,0.43,15.826300000000002,1012.98
17.800000000000004,0.38,17.243100000000002,1012.5
17.26111111111111,0.39,16.8728,1012.61
17.200000000000006,0.38,15.3111,1012.88
15.02222222222222,0.45,20.9139,1012.98
13.927777777777774,0.47,13.3469,1013.73
12.366666666666665,0.57,9.4346,1014.17
12.294444444444444,0.59,6.7781,1014.46
12.788888888888893,0.56,14.4095,1014.45
9.533333333333333,0.76,7.084000000000001,1013.49
9.972222222222225,0.71,14.425600000000005,1013.41
4.911111111111113,0.91,1.0143,1015.4
7.916666666666668,0.78,11.6725,1013.19
7.383333333333333,0.82,14.6188,1012.8
7.972222222222222,0.82,11.8496,1013.1
8.816666666666666,0.84,14.49,1013.14
8.794444444444443,0.84,23.3289,1013.64
7.8888888888888875,0.89,26.83870000000001,1014.12
7.799999999999999,0.96,22.7815,1014.48
7.822222222222222,0.95,14.2163,1014.97
7.944444444444442,0.95,9.7727,1015.66
8.077777777777778,0.94,15.778000000000002,1015.89
10.227777777777776,0.81,11.3183,1015.69
11.361111111111116,0.74,4.2021,1015.59
12.449999999999998,0.7,1.3041000000000005,1015.24
12.916666666666664,0.67,3.6869,1014.77
12.550000000000002,0.62,6.4078,1014.73
12.383333333333333,0.69,9.8049,1014.49
10.227777777777776,0.75,8.4042,1014.7
9.227777777777778,0.78,9.5151,1015.38
7.8277777777777775,0.87,7.3738,1015.81
6.6777777777777825,0.91,5.796,1015.89
6.122222222222224,0.91,6.279,1015.9
5.327777777777778,0.95,5.8926000000000025,1015.92
4.355555555555558,0.95,10.9158,1015.89
9.27222222222222,0.89,3.6386,1007.55
4.261111111111112,0.92,6.0697,1015.21
3.2166666666666663,0.92,6.0697,1015.18
3.905555555555556,0.92,5.8926000000000025,1014.89
2.7111111111111126,0.96,7.969500000000001,1014.29
3.816666666666665,1.0,5.2808,1014.35
6.883333333333334,0.93,9.1126,1014.0
8.93888888888889,0.88,15.681400000000002,1013.53
11.205555555555556,0.79,20.7046,1013.05
12.85,0.7,20.1572,1012.74
13.961111111111116,0.63,23.97290000000001,1011.92
14.97777777777778,0.51,23.9568,1010.87
14.027777777777779,0.57,22.68490000000001,1009.99
15.02222222222222,0.51,26.7743,1008.85
15.044444444444444,0.54,20.8817,1007.74
15.088888888888887,0.5,17.1948,1007.07
14.949999999999998,0.51,14.1197,1006.26
